nome,endereco,cidade,telefone,lat,lng
BARROS PUB E BARBEAR,ACNE 1 AV LO 02 SN CONJ 01 LT 20 SL 1 E,PALMAS,063-98114-3829,-10.180331,-48.327885
PIZZARIA OASIS    01,103 SUL RUA SO 3 LOTE 19,PALMAS,063-99290-2018,-10.186389,-48.339443
MAURO CHURRASCO,103 NORTE AVENIDA LO 2 CONJ 1 LT 08 E 10,PALMAS,063-98489-0558,-10.180555,-48.34139
ROTATORIA DO SABOR,NS 01 ACNO 11 N 0 QUIOSQUE,PALMAS,063-98463-1647,-10.177847,-48.337276
PONTO DO CHURRASCO03,103 SUL CONJ 01 SN AV JK LT 24,PALMAS,063-98490-0179,-10.184962,-48.33952
CHURRASCARIA SARAN01,103 NORTE ACNO 1 AV LO 2,PALMAS,063-99220-8936,-10.180389,-48.33804
DIST BAR ASSIS,103 NORTE RUA 11 N 21 CONJ 4 LT 22 SL 5,PALMAS,063-98463-4611,-10.178092,-48.340034
ADEGA 63 PMW,103 NORTE RUA NO 5 26 CJ 03 LT 22 SL 02,PALMAS,063-98139-8385,-10.182097,-48.339912
TOMA NO QUINTAL,ACSO 1 RUA SO 1 CONJ 2,PALMAS,063-99286-7416,-10.185748,-48.3419
KAMPAI            01,104 NORTE AVENIDA LO 4 CONJ 04,PALMAS,011-95109-3907,-10.177358,-48.327823
HOTEL ARAGUAIA    01,104 N AV LO4 QDA ACNE11 CONJ4,PALMAS,063-98119-7317,-10.177346,-48.328016
SMALL MARKET PMW,QDA 104 NORTE R NE 11 LT 36 SN,PALMAS,063-99236-2318,-10.178134,-48.32656
MINI BOX KUKAS,QDA ACNE 11 NE 07 SN LT 35 ST SUDESTE,PALMAS,063-99258-6354,-10.179668,-48.32656
FOLKS,103 NORTE CJ02 LOTE 25,PALMAS,063-99988-9886,-10.182713,-48.33933
REDE DIA,QL ACNE 11 AV LO 02 CONJ O1 LT 32,PALMAS,063-98434-3142,-10.180388,-48.326161
RR RESTAURANTE,ARNO 12 AL CARAIBAS QI 05,PALMAS,063-99207-0936,-10.184391,-48.343253
TEMPERUS E CIA,JK ACNO 1 CONJ 01 LT 14,PALMAS,063-98421-4590,-10.184079,-48.340881
CHURRASCARIA PALMAS,103 SUL CONJ 02A CSO 43,PALMAS,063-02507-1993,-10.185833,-48.337355
GASPARZINHO BEER,07 LT 21 ACNO 11 CE 01,PALMAS,063-98438-4495,-10.17993,-48.339737
ARENA FNX,ACSO RUA SO 1 26 LT,PALMAS,063-99223-1097,-10.185744,-48.339926
DONA MARIA EXPRESS,107 N AV NS 5 LT 1,PALMAS,063-99257-9907,-10.18375,-48.347894
REST E C ESP DE OURO,104 NORTE AVENIDA LO 2 N9,PALMAS,063-99228-2395,-10.180391,-48.325943
ESTACAO GASTROBAR,ACNE 11 AV LO 14 N 36 CJ 4,PALMAS,063-99942-3913,-10.177367,-48.325495
FOLKS BAR,ACNO 1 RUA DE PEDESTRE NO 3,PALMAS,063-99914-0945,-10.182754,-48.339341
CASA OLIVEIRA,204 SUL ALAMEDA 3 LOTE 43 SALA 4,PALMAS,063-98464-1056,-10.191667,-48.329445
NEOPOLITAN,QUADRA 104 SIL RUA SE 09 CONJ 02 LOTE 02,PALMAS,063-99965-0285,-10.189877,-48.329938
DOMINO S PIZZARIA,104 S R SE3 N39 CONJ2 LOTE44,PALMAS,063-99273-6707,-10.186432,-48.325214
MR BULL,206 SUL AVENIDA LO 5,PALMAS,063-99225-3525,-10.1975,-48.321667
REST MURALHA CHINESA,ACSU SO CONJ 01 LOTE 08 SALA A SN,PALMAS,063-98459-7613,-10.195268,-48.334248
MERCATTO,204 S AL 9 LT 10,PALMAS,063-99236-6054,-10.195,-48.32639
STHILOS CABELEIREIRO,106 SUL AVENIDA JUSC KUBITSE 12 LOTE 05,PALMAS,063-98466-2580,-10.184722,-48.322777
TATS CHICKEN,101 SUL RUA NS A CONJ 2 LT 10 LJ 38,PALMAS,063-98406-7855,-10.189459,-48.335407
POSTO PRIMAVERA,204 SUL AVENIDA NS 2,PALMAS,063-99108-2300,-10.192778,-48.33
TAVOLLA,204 SUL ALAMEDA 2 AV NS 4 LT 09 QI 14,PALMAS,063-99255-6438,-10.193356,-48.325021
DONA BODEGA,306 SUL AVENIDA LO 5,PALMAS,063-98403-7237,-10.197958,-48.321447
VIVENCE,201S AV JOAQU TEOT SEGUR LT 13,PALMAS,063-98513-1072,-10.19389,-48.33476
MARIA IZABEL,204 SUL AVENIDA LO 5 ALAMEDA 03,PALMAS,063-98462-5375,-10.194886,-48.329433
TAVERNA CONV E DIST,104 SUL RUA SE 7 LT 28 ACSE 11,PALMAS,063-98486-1527,-10.189563,-48.327096
QUIOSQUE TRINDADE,106 SUL ALAMEDA 6,PALMAS,063-98426-8638,-10.188333,-48.3225
RENKON JAPANESE IN F,306 SUL AVENIDA LO 5 LOTE 05,PALMAS,063-99239-8091,-10.197778,-48.322777
RESTAURANTE GAUCHO,104 NORTE RUA NE 3 ACNE I CONJ 01 LT 28,PALMAS,063-99228-8553,-10.182215,-48.326508
MERCATO 01,203 SUL AVENIDA NS 1 LT 02 LJ 09,PALMAS,063-99236-6054,-10.195608,-48.33718
CHURRASCARIA SERGIO,104 SUL AVENIDA LO 3,PALMAS,063-98111-6174,-10.191107,-48.328327
BOBS PMW,202 SUL AVENIDA JOAQUIM TEOTONIO SEGURAD,PALMAS,063-99281-9414,-10.192468,-48.332867
HOTEL FIT,104 NORTE RUA NE 5,PALMAS,063-03213-3800,-10.181997,-48.324863
PDOCA SO DALLE,ARSE 22 ALM 03 LT 13 A SL 02,PALMAS,063-98135-7174,-10.19308,-48.324205
VARANDA CARIOCA,08 ARSE 32 NO Q10 LT 6,PALMAS,063-99231-8164,-10.199288,-48.32198
QUIOSQUE LEMON,104 SUL RUA SE 3 ACSE,PALMAS,063-98463-1973,-10.186223,-48.327865
ANDRADAO          01,306 SUL AV LO 5 LT 11ACSV SE 32,PALMAS,063-33222-1455,-10.197923,-48.322161
EMPORIO CERVEJEIRO,ACSU SE 10 AVENIDA NS 2 CONJ 02 LT 10,PALMAS,063-99211-4009,-10.189168,-48.330518
GASTRO BAR,306 S AL 2 ARSE 32 LT13 SL6,PALMAS,063-98417-5097,-10.198685,-48.32437
AURO RESTAURANTE,204 SUL AL 5 ARSE 21 HM 04 LT 01,PALMAS,063-99971-6344,-10.192038,-48.325511
TK EVENTOS,RUA SE 09 ACSE 11 0 CONJ 03 LT 09,PALMAS,063-99242-4409,-10.19024,-48.328991
STERNA CAFE,QD ARSE 21 QI 1 LOTE 09 SALA 5,PALMAS,063-98441-3948,-10.192612,-48.328478
COMERCIAL MADRI,104 NORTE RUA NE 5,PALMAS,063-98454-5459,-10.181753,-48.328293
SPOLETO,101 SUL RUA NS A LT 10,PALMAS,063-99229-8986,-10.189648,-48.335052
SAPORI,ARNE 1 RUA NE 3 LT 38,PALMAS,063-99264-1065,-10.182621,-48.325431
BISTRO DO DINIZ,ACSE 11 AV LO3,PALMAS,063-99101-4390,-10.19161,-48.329478
FURINI,Q ACSE 11 SE 09,PALMAS,063-99213-7975,-10.190132,-48.325426
CORTELLO,306 SUL AVENIDA LO 5,PALMAS,063-99977-9784,-10.197862,-48.322133
BISTRO DO DINIZ   01,ACSE 11 AV LO3 SALA 92,PALMAS,063-99101-4390,-10.191756,-48.329468
KI BURGAO,205 SUL AVENIDA LO 5 LT 07,PALMAS,063-98404-6483,-10.197646,-48.348463
TK EVENTOS        01,ARSO 43 AL 12 QI 16 LT 08,PALMAS,063-92424-4409,-10.190214,-48.329003
PONTO DO ESPETO   01,ACNE 11 AV LO 2 N 9 CJ 1 LT 34,PALMAS,063-99978-1853,-10.180374,-48.325979
PE DE CAJU,308 SUL ALAMEDA 12 LOTE 06,PALMAS,063-98134-3166,-10.199636,-48.315422
QUIOSQUE DO PATU,210 SUL ALAMEDA 13 LOTE 19,PALMAS,063-99262-0926,-10.1975,-48.31139
MARCAO REFEICOES,110 SUL ALAMEDA 19 QUADA 14 LOTE 11,PALMAS,063-98114-1477,-10.189343,-48.311165
BAR DO RUSSO,112S R SR 3 N1 CONJ3 LT1,PALMAS,063-99966-1232,-10.185555,-48.304165
REAL DIST BEBIDAS,210 SUL ALAMEDA 1 LOTE 38,PALMAS,063-99225-9682,-10.192778,-48.310833
IMPERIO DO CAMARAO,210 SUL AV JK ACSU SE LOLTE 24,PALMAS,063-99283-8374,-10.184444,-48.309444
BAR REST FAVEIRA,112 SUL RUA SR 05 29 CONJ 08 LT 01,PALMAS,063-98122-5405,-10.186944,-48.304443
BAR GOIAS         01,210 SUL ALAMEDA 15 LOTE 28 QI J,PALMAS,063-99954-8498,-10.196944,-48.309444
DIST COBRA DAGUA,110 SUL AV JK LOTE 14,PALMAS,063-98114-9878,-10.184444,-48.310276
DU JAPA MERC E CONV,308 SUL ALAMEDA 3 LOTE 04,PALMAS,063-99994-3779,-10.199722,-48.315
BLACKBIRD PMW,ARSE 15 RUA SR 07 CONJ 10 LOTE 19,PALMAS,063-99913-1620,-10.190318,-48.302147
CONV FAROL,212 SUL RUA SR 11 LOTE 13 SL 01,PALMAS,063-98486-1200,-10.193889,-48.302776
BAR CANARINHO,210 SUL AV NS 08 LT 01,PALMAS,063-98128-2167,-10.196389,-48.31361
MINIMERCADO 308 SUL,308 SUL ALAMEDA 12,PALMAS,063-98472-0052,-10.199445,-48.315556
AMERICA SUPER,108 SUL ALAMEDA 5 LOTE 2 SALA 1,PALMAS,063-98422-5281,-10.188333,-48.315834
CELIAS BAR,108 SUL ALAMEDA 10 LOTE 02 CASA 02,PALMAS,063-99251-0815,-10.185833,-48.316387
DISTRIBUIDORA 063,110 NORTE AVENIDA JK SALA 01,PALMAS,061-99980-0972,-10.183888,-48.309444
BARRIL GRILL,208 SUL AVENIDA LO 3,PALMAS,063-99222-6473,-10.192223,-48.316944
CAMILA CARTOES,210 SUL ALAMEDA 3 LOTE 39,PALMAS,063-98402-0228,-10.193334,-48.310833
TOCA MACONDO,108 S AV LO3 LT11 SALA1 N27,PALMAS,063-99972-4301,-10.19158,-48.316668
BEM TE VI,Q ARSE 14 ALAMEDA 19,PALMAS,063-99242-1644,-10.189281,-48.310918
ARMAZEM CONQUISTA 02,110 SUL AL 10 QI P LT 11,PALMAS,063-98432-9292,-10.189658,-48.310734
CASA DE CARNES PALMA,QDA ACSV SE 14 LT 17 AV JK,PALMAS,063-99978-2679,-10.18491,-48.310025
CONV FLAMENGO,212 SUL RUA SR 13 CONJ 05 LT 03 SL 03,PALMAS,063-99943-0861,-10.195726,-48.306668
BLINDADOS BAR     01,210 SUL ALAMEDA 3,PALMAS,063-99208-3634,-10.193278,-48.309441
AQUARIUS DIS DE BEBI,ARSE 24 ALAMEDA 13 LT 19,PALMAS,062-98128-2167,-10.196468,-48.313429
DONA DO SABOR,ALAMEDA 4 ARSE 24 LT 39 CASA 4,PALMAS,063-98125-4491,-10.192921,-48.310708
ZE COLMEIA GASTROBAR,ARSE 23 AL 15 LT2 SL47,PALMAS,063-98432-5078,-10.197107,-48.318475
BOARD GAMES,110 NORTE AV JK ACSV NE 14 LT 24,PALMAS,063-98116-7450,-10.1841,-48.309198
CONVENIENCIA PINGUIM,QDA 212 SUL ARSE 25 AV LO 3,PALMAS,094-99262-5500,-10.193866,-48.302536
AZEITONA JK GASTROBA,AV JK ARNE 14 LOTE 16,PALMAS,063-98454-5588,-10.184208,-48.310263
POR DO SOL GASTROB01,ARSE 23 208 SUL AVENIDA LO 3 N 18,PALMAS,063-98456-5448,-10.192076,-48.315938
SAULO TENIS,212 SUL CONJ 01 LT07,PALMAS,063-98457-8570,-10.19328,-48.306745
ESQUINAO,ASR SE 15 RUA SR 2,PALMAS,063-99252-2546,-10.186565,-48.303816
REST E BAR FLOR GOIA,ACSU SE 14 AV JK N40,PALMAS,063-98405-7027,-10.184128,-48.309563
ESPETO NO PONTO   01,01 ARSE 33 0 28 CS 02,PALMAS,063-99277-8264,-10.197733,-48.318171
ESPETINHO POLYANA,ASR SE 15 RUA 02 SN1,PALMAS,063-98494-3073,-10.18559,-48.304148
AVENIDA SUPER E DIST,ACSU NE 24 AV LO 12,PALMAS,063-99298-5412,-10.172686,-48.308704
SUP DO PAPAI,108 NORTE ALAMEDA 8 LOTE 01 SALA 02,PALMAS,063-98505-5790,-10.181666,-48.316387
EMPORIO E CONVENIENC,408 NORTE AVENIDA NS 10 LT 01 ARNE 54,PALMAS,063-99950-4850,-10.171497,-48.307602
CORUJAO DISTRIBUIDOR,406 NORTE AV LO 14 ARNE 53 LT 2,PALMAS,063-99997-9846,-10.168111,-48.317098
CASA DI MARCO,ARNE 13 AL 10 N 02 QI H LT 01,PALMAS,063-98418-4932,-10.180853,-48.316525
BAR DO NEGAO      02,408 NORTE AVENIDA LO 14 LOTE 02,PALMAS,063-98426-9554,-10.167778,-48.31111
CARNEIROS BAR,605 NORTE AVENIDA LO 16 LOTE 20 SALA 01,PALMAS,063-99276-2128,-10.16355,-48.30941
AROEIRAS BAR      01,106 NORTE ALAMEDA 9,PALMAS,063-98414-2239,-10.180833,-48.322224
SHOYO SUSHI,ARNE 12 AV JK NE 12 LOTE 11,PALMAS,063-98463-7693,-10.184188,-48.32224
ROTA DO SABOR     01,506 NORTE AV LO 15 LOTE 18,PALMAS,063-98463-1647,-10.167778,-48.314167
SUPER PALMAS SUPERME,406 NORTE AVENIDA LO 14,PALMAS,063-98405-9404,-10.168333,-48.31361
VIVAZ HOTEIS,106 NORTE ALAMEDA 2 LOTE 4,PALMAS,063-98486-8793,-10.182164,-48.324444
GRAN BIER DIST,606 NORTE AVENIDA LO 16 LOTE 09,PALMAS,063-98104-5778,-10.167771,-48.314404
MERCADINHO CANELA 02,508 NORTE ALAMEDA 3QC 01 LOTE 03 SALA 01,PALMAS,063-98451-6878,-10.165267,-48.3102
SUNSET,108 NORTE ARNE 13 AL 03 N 37,PALMAS,063-99296-1817,-10.181923,-48.316647
EMPORIO GRILL,508 NORTE AVENIDA LO 14 LOTE 07,PALMAS,063-99232-8033,-10.167778,-48.310555
AMPM02,406 NORTE AV NS6 LT 01 PAC,PALMAS,063-98138-6699,-10.168776,-48.317802
GIRAIA BAR E DISTR,ARNE 63 506 NORTE AV LO 14,PALMAS,063-99272-4343,-10.168159,-48.314133
TERAPIA BAR E DISTRI,ASR NE 25 AL5 LT26 QI6,PALMAS,063-98452-1511,-10.176761,-48.302143
TAMANHO FAMILIA,506 NORTE AVENIDA LO 16LT 20,PALMAS,063-99287-8391,-10.163706,-48.312888
CASA DE CARNES ALVOR,506 NORTE AV LO 14LT 20 SL 01,PALMAS,063-99216-7984,-10.16779,-48.314004
LOCAL DISTRIBUIDORA,QDA ARNE 63 AV LO 14 LT 11 SL 01,PALMAS,086-99850-9326,-10.167772,-48.315417
POINT BEER CONV DIST,QDA ARNE 63 SN NS 08 LT 01 CX 03,PALMAS,063-99288-3535,-10.167034,-48.312452
FORNEIRA E PIZZARIA,ARNE L2 ALAMEDA 13 QI K LOTE 01 C ALA 21,PALMAS,063-98411-9100,-10.18193,-48.32405
BAR DO BOZO,ARNE 53 AV LO 14 LOTE 14,PALMAS,063-99287-4804,-10.167916,-48.315288
ESP FOGO NA BRASA,508 NORTE AVENIDA LO 14,PALMAS,063-98142-2787,-10.168141,-48.310908
MINHA QUINTANDINHA,304 NORTE ALAMEDA 1,PALMAS,063-98104-6825,-10.16287,-48.312789
SUPERMERCA PALACINHO,ARNE 24 AV LO 12 LT06,PALMAS,063-99298-5412,-10.172722,-48.308805
REST CLAUDIANA,ARSE 54 AV LO 12 LT 15,PALMAS,063-98113-2767,-10.172289,-48.309227
ESPETO AO PONTO,ACSU NE S3 AVENIDA LO 14,PALMAS,063-98121-5015,-10.168279,-48.315603
CUPIDOS DISTRIBUIDOR,ACSU NE 64A ARNE 64,PALMAS,063-99242-1134,-10.167852,-48.311248
RESTAURANT PALACINHO,ARNE 24 AV LO 12 SN APT 07,PALMAS,063-98404-6337,-10.172637,-48.308587
SPETOS DELICIA DA JO,ARNE 64 AV LO 14 LT 26,PALMAS,063-98429-3466,-10.167755,-48.308217
ELITE ESPETARIA,605 NORTE AVENIDA LO 14 LT 21,PALMAS,063-98428-4015,-10.151007,-48.328856
ESPETINHO DA CRIS,AV LO 14 ARNO 71 NO LT 10,PALMAS,063-99246-4662,-10.151721,-48.328984
MINI BOX 212 NORTE,ASR NE 25 AL CENTRAL SN 8,PALMAS,063-98435-5030,-10.175251,-48.303917
SUPERMERCADO CUNHA,ARNO 72 AL 01 SN N 54,PALMAS,063-99109-3947,-10.153304,-48.334179
BAR MAE NATUREZA,404 SUL AV NS 4 PARQUE CESAMAR,PALMAS,063-98464-5254,-10.209679,-48.323456
MINI BOX 51,504 SUL ALAMEDA 03 LOTE 48,PALMAS,063-99293-6913,-10.214125,-48.328201
FRANGO NA BRASA,604 SUL PRACA CENTRAL,PALMAS,063-99206-8665,-10.223611,-48.325832
QUINTINO PIZZARIA,504 SUL ALAMEDA 05 QI K LOTE 39,PALMAS,063-98478-6037,-10.21416,-48.326346
SUP ECONOMICO 3,504 SUL ALAMEDA 3 LOTE 01,PALMAS,063-99961-2800,-10.214183,-48.328448
EMPORIO RG,605 SUL ALAMEDA 14 LOTE 06 QC 01,PALMAS,063-99263-4229,-10.219167,-48.34667
FOGAO A LENHA,402 SUL AV JOAQUIM TEOTONIO SEGURADO,PALMAS,063-98403-9842,-10.209606,-48.33264
BAR E REST COMES E B,604 SUL AVENIDA LO 15 LOTE 13,PALMAS,063-98448-8277,-10.223611,-48.32722
QUITANDA CABRAL,ARSE 61 ALAMEDA 13 QI E SALA 3,PALMAS,063-99213-9797,-10.208333,-48.33917
DISTRIB DO BOKA,604 SUL AV LO 15 SALA 01,PALMAS,063-98401-5287,-10.223744,-48.32693
CERVEJEIRO,602 SUL AVENIDA LO 13 ASCV SE 60,PALMAS,063-98116-7539,-10.218089,-48.331335
WG DIST DE BEBIDAS,504 SUL AVENIDA NS 2,PALMAS,063-99248-7474,-10.2165,-48.3299
SUPERMERCAD DO PAPAI,403 SUL ALAMEDA 20 N 46,PALMAS,063-98403-3021,-10.208333,-48.34139
BECO DO SABOR E TOLD,TEOTONIO SEGURADO ACSU SE,PALMAS,063-98403-6660,-10.208535,-48.33278
POSTO DLS,701 S AV LO15 CJ 02 LT20,PALMAS,063-98102-8446,-10.224468,-48.335384
TERAPIA BAR       01,403 SUL ALAMEDA 29 LOTE 4,PALMAS,063-99214-2640,-10.208611,-48.33917
REST. P. FOGAO LENHA,402 SUL AV J TEOTONIO SEGURAD CJ 1 LT 4,PALMAS,063-98403-8842,-10.209603,-48.332195
NELSON CHURRASCARIA,601 SUL AV JOAQ TEOTONIO SEGURAD CONJ 01,PALMAS,063-98501-3339,-10.221945,-48.33361
ESPETINHO DA GARAGEM,605 SUL ALAMEDA 14 LT 7 SALA 5,PALMAS,063-99139-6825,-10.219197,-48.346599
EMPORIO FAMILIA,603 SUL ALAMEDA 3,PALMAS,063-98403-4482,-10.219327,-48.33739
ROUTE HAMBUERGUERIA,501 SUL AV JOAQUIM TEOT SEG CONJ 1 LT 18,PALMAS,063-98404-6475,-10.21243,-48.33402
TCHE GAUCHO ESPETOS,604 SUL AVENIDA LO 15 LT 22,PALMAS,063-99251-4976,-10.223697,-48.328409
LUCAS FOOD        01,504 SUL ALAMEDA 5,PALMAS,063-98448-3016,-10.21429,-48.326606
COMERCIAL A R,405 SUL AV LO 11 AL 04 LT 12,PALMAS,063-99244-7967,-10.210738,-48.346425
TEU MERCADO,AL DO ARSE 82 QI07 LT 04 ARSE 82,PALMAS,063-99982-0879,-10.220161,-48.340855
LANCH DO DOMINGOS,LO 11 ARSO 42 LT 5,PALMAS,063-98125-9467,-10.210713,-48.345842
SAFARI AND DRINK,404 SUL AVENIDA LO 11 ARSE 41,PALMAS,063-98502-7027,-10.210474,-48.328685
DECK BEER,ACSU SO 50 CONJ 02,PALMAS,063-98100-0097,-10.211119,-48.335545
EMPORIO DO MATUTO,405 SUL AV LO 11,PALMAS,063-99106-9595,-10.210795,-48.346015
ESTUDIO DISTRIBUIDOR,405 SUL AL 24 QDA ARSO 42 QI 14 LT 20,PALMAS,063-98446-3756,-10.210804,-48.345869
CADORE ACAI E GELATO,ACSU SO 60 AV JOAQUIM TEOTONIO SEG LT 06,PALMAS,063-98501-3339,-10.221934,-48.333899
SUPER PAI SUPERMER01,ARSO 52 AL 1 N 2LT 02 QI 02 S,PALMAS,063-98403-3021,-10.214425,-48.347285
REI DO CHURRASCO,QDA ARSE 101 AL 04,PALMAS,063-98491-2484,-10.21076,-48.345598
EXTRINHA COMERCIAL,ARSO 41 ALAMEDA 29 QC 02,PALMAS,063-98464-8395,-10.220702,-48.325901
CERVEJEIROS DELIVERY,ARSO 61 ALAMEDA 5 QI E LOTE 38 SALA 01,PALMAS,063-98463-0115,-10.220737,-48.326362
PAES RECHEADOS,605 SUL ALAMEDA 24,PALMAS,063-98113-2526,-10.210381,-48.335064
CASA DE CARNE MASTER,604 S ACSU SE 61 AV LO15,PALMAS,063-98455-8118,-10.223579,-48.326888
CONVENIENCIA 61   01,ARNO 61 AV NS 1,PALMAS,063-99229-3999,-10.219329,-48.336922
CHAMA CHOPP,ACSU SO 42 VICINAL AV LO 11,PALMAS,063-99207-7938,-10.210826,-48.345902
ESCOLINHA DO FLUMINE,ACSU SE 60 AV NS 2,PALMAS,063-99280-0531,-10.221432,-48.330227
CHERIFE BAR,4 LOTE 9 ARSO 41 LO 11,PALMAS,063-98415-2996,-10.21082,-48.345872
LUCAS GRILL,ACSU SE 61 AV LO 15,PALMAS,063-99280-6818,-10.223612,-48.327627
LACARTTE PIZZARIA BO,305 SUL AV LO5 LOTE16,PALMAS,063-98416-0760,-10.198031,-48.34654
TODY SPORT,ORLA 14 ALAMEDA 14 QDA 27 LT 08,PALMAS,063-99984-2797,-10.196624,-48.36229
REST ILHA DO CANELA,CANELA LT 08 C2 QUIOSQUE 1,PALMAS,063-98408-3077,-10.2075,-48.365833
RHOTA DA CARNE,307 SUL AV LO 09 LOTE 11 SALA 02,PALMAS,063-98401-2782,-10.204445,-48.352222
NAUTICA 63,ARNE 74 9 QI 14 LT 09,PALMAS,063-98438-0362,-10.192357,-48.363165
PEDE PICANHA      01,205 SUL AVENIDA LO 5 LT 31,PALMAS,063-99209-9644,-10.197324,-48.344694
PRIMOS BARBEARIA,404 SUL AVENIDA LO 9 LOTE 31,PALMAS,063-98420-2802,-10.204596,-48.33854
PIER 14,ORLA 14 ALAMEDA 15 QI 27 LT 09,PALMAS,063-99989-8987,-10.214058,-48.369103
ASSADOS E CIA II,403 SUL AV LO 9 LT 17 SALA 01 B,PALMAS,063-98485-7402,-10.205,-48.34028
PANIF REAL,205 SUL AVENIDA LO 5 LT 06 SL 1,PALMAS,063-99243-9530,-10.1975,-48.34861
DINAPOLI PIZZARIA,205 SUL AVENIDA LO 5ARSO 22,PALMAS,063-99236-6720,-10.197603,-48.34675
AQUI TEM +,ORLA 14 AVENIDA ORLA QDA 38 LOTE 3,PALMAS,063-98121-2477,-10.197044,-48.366154
DONA AZEITONA GASTRO,ARSO 31 AV LO 9 LT 21,PALMAS,063-99952-5730,-10.204307,-48.339733
MANJERICAO,ORLA 14 GRACIOSA AV ORLA SN,PALMAS,085-99275-6029,-10.201509,-48.365383
CHAMBAS GOURMET,ARSO 53 ALAMEDA 2,PALMAS,063-98415-1047,-10.212252,-48.354479
EMPORIO BEEF,305 SUL AV LO 5 QDA ACSV SO 32 LT 13,PALMAS,063-99135-3150,-10.197642,-48.346836
CLUBE ASLETO      01,ALCSO 55 CONJ 9,PALMAS,063-99983-1150,-10.209255,-48.367059
BAR BACU,LO 09 ARSO 33 N0 LT 07,PALMAS,063-98454-6127,-10.204848,-48.349236
POINT SUPERMERCADO01,509 SUL AL 9 QDA ARSO 54 QC 01 LT 05,PALMAS,063-99135-2691,-10.214058,-48.357798
ESPETO DO AEROPORTO,ACSV SO 41 N 120 LT AV LO 19,PALMAS,063-98454-6127,-10.20475,-48.33931
BETOS DISTRIBUIDORA,ARSO 32 AL 03 LT 09 SL 02,PALMAS,063-99204-3658,-10.200855,-48.344929
CONVENIENCIA LUAR,ARSE 32 AV NS 7 305 SUL QC 01 LT 10 SL 6,PALMAS,099-08827-6462,-10.202346,-48.349401
BENCA COZINHA AFETIV,SUL AVENIDA LO 5,PALMAS,063-99295-6798,-10.197567,-48.345663
ERMENILDE RESTAURA,205 SUL AVENIDA LO 5,PALMAS,063-03225-1232,-10.197706,-48.34869
SUPERMERCADO GLOBO,ORLA14 AV PARQUE LT3 QI2,PALMAS,063-99220-9159,-10.18782,-48.359786
ORLA BEACH SPORT  01,ORLA 14 AL 12 N 10,PALMAS,063-98449-3211,-10.194338,-48.363941
CHERIFE BAR E GRILL,405 SUL ALAMEDA 21,PALMAS,063-98415-2996,-10.207394,-48.346713
BAR E RESTAURANTE CO,GIRASSOIS SETOR SUDESTE,PALMAS,063-98500-6883,-10.226852,-48.370189
CONVENIENCIA 207,ARSO 23 AV NS 07 LT 01,PALMAS,063-99991-2624,-10.196459,-48.349988
PIRATAS GASTROBAR,ALC SO 55 CONJ 1 SN LT5,PALMAS,063-99130-0000,-10.204524,-48.365646
PETROSHOP         02,ORLA 14 AVENIDA JK GRACIOSA,PALMAS,063-98149-4020,-10.185238,-48.360549
COLONY FOODS,ACSU S0 41 AVE LO 9,PALMAS,063-99954-4197,-10.204746,-48.341776
POINT SUPERMERCADO02,ARSO 54 AL 09 QC 01,PALMAS,063-99135-2691,-10.213971,-48.357812
EMPORIO ORLA BEACH01,01 ARSE 24 0 LT 4 HM CS 19,PALMAS,063-99252-0940,-10.187333,-48.362772
CASA DO PESCADOR,PARQUE 8 A QDA 5 ORLA 14,PALMAS,063-99299-0404,-10.19635,-48.359683
MOLHO MIO,ARSO 31 SO 31 AV LO 9,PALMAS,063-98406-7855,-10.204362,-48.339613
PIZZA DO RAO,ACSU SE 71 AV LO 15,PALMAS,063-99966-7252,-10.224241,-48.327537
Q X LANCHES,704 SUL AVENIDA LO 15 LT O2 SALA 02 03,PALMAS,063-98464-8418,-10.224193,-48.328514
LUXOR MOTEL,612 SUL QI 2 LOTE 1,PALMAS,063-98105-0141,-10.220073,-48.315117
BOTECO E DIST DO ZE,712 SUL QI 9 LOTE 11 A,PALMAS,063-98415-5077,-10.225833,-48.314724
PICANHA NA BRASA,806 SUL AVENIDA LO 19 LOTE 29,PALMAS,063-98403-8057,-10.230473,-48.31959
CALDOS E CALDOS II,QDA 704 SUL AV LO 15 SL 3,PALMAS,063-98404-8125,-10.224167,-48.327778
MERCADINHO AVENIDA01,606 SUL ALAMENDA ORCAR NIEMEYER,PALMAS,063-99979-0881,-10.2225,-48.318333
PRENSADOS JK,LO 16 ARSE 71 N O SE 71,PALMAS,063-98491-7141,-10.224085,-48.326573
DISTRI DO NATIM,606 SUL AL DI CAVALCANTI,PALMAS,063-98459-1186,-10.223738,-48.320534
MINI MERCADO 704 SUL,704 SUL ALAMEDA 4ARSE 71 QC 02,PALMAS,063-98488-9662,-10.227707,-48.325962
CHAMBARI DO VOVO,812 SUL AL 06,PALMAS,063-99245-7597,-10.231944,-48.316666
PALMAS COCO,ARSE 71 AL 04 SN LT 01 SALA 02,PALMAS,063-98473-5456,-10.226729,-48.325943
AVENIDAS BAR      03,712 SUL AVENIDA LO 19 LT 21,PALMAS,063-98423-0292,-10.229722,-48.31361
ALTAS HORAS DIST,712 SUL ALAMEDA 4 LOTE 01 SALA 02 QI 4,PALMAS,063-99971-2604,-10.228333,-48.315
BAR PARADA OBRIGAT03,806 SUL AVENIDA LO 19 SALA 02,PALMAS,063-98405-5575,-10.230556,-48.322777
